,Fecha,codigoSerial,pm2.5,calidad_pm2.5,pm10,calidad_pm10
0,2019-08-01 00:00:00,12,30.0,1.0,37.0,1.0
1,2019-08-01 01:00:00,12,30.0,1.0,40.0,1.0
2,2019-08-01 02:00:00,12,25.0,1.0,41.0,1.0
3,2019-08-01 03:00:00,12,22.0,1.0,37.0,1.0
4,2019-08-01 04:00:00,12,21.0,1.0,39.0,1.0
5,2019-08-01 05:00:00,12,27.0,1.0,49.0,1.0
6,2019-08-01 06:00:00,12,30.0,1.0,67.0,1.0
7,2019-08-01 07:00:00,12,48.0,1.0,111.0,1.0
8,2019-08-01 08:00:00,12,39.0,1.0,94.0,1.0
9,2019-08-01 09:00:00,12,35.0,1.0,90.0,1.0
10,2019-08-01 10:00:00,12,36.0,1.0,75.0,1.0
11,2019-08-01 11:00:00,12,36.0,1.0,82.0,1.0
12,2019-08-01 12:00:00,12,31.0,1.0,79.0,2.3
13,2019-08-01 13:00:00,12,29.0,1.0,77.0,1.0
14,2019-08-01 14:00:00,12,20.0,1.0,62.0,1.0
15,2019-08-01 15:00:00,12,20.0,1.0,74.0,1.0
16,2019-08-01 16:00:00,12,24.0,1.0,69.0,1.0
17,2019-08-01 17:00:00,12,26.0,1.0,79.0,1.0
18,2019-08-01 18:00:00,12,38.0,2.3,96.0,2.3
19,2019-08-01 19:00:00,12,36.0,2.3,91.0,1.0
20,2019-08-01 20:00:00,12,31.0,1.0,66.0,1.0
21,2019-08-01 21:00:00,12,33.0,1.0,56.0,1.0
22,2019-08-01 22:00:00,12,26.0,1.0,60.0,1.0
23,2019-08-01 23:00:00,12,25.0,1.0,42.0,1.0
24,2019-08-02 00:00:00,12,29.0,1.0,54.0,1.0
25,2019-08-02 01:00:00,12,30.0,1.0,38.0,1.0
26,2019-08-02 02:00:00,12,27.0,1.0,46.0,1.0
27,2019-08-02 03:00:00,12,26.0,1.0,49.0,1.0
28,2019-08-02 04:00:00,12,16.0,1.0,41.0,1.0
29,2019-08-02 05:00:00,12,11.0,2.1,36.0,1.0
30,2019-08-02 06:00:00,12,29.0,1.0,54.0,1.0
31,2019-08-02 07:00:00,12,28.0,1.0,61.0,1.0
32,2019-08-02 08:00:00,12,35.0,1.0,73.0,1.0
33,2019-08-02 09:00:00,12,47.0,1.0,77.0,1.0
34,2019-08-02 10:00:00,12,34.0,1.0,51.0,1.0
35,2019-08-02 11:00:00,12,24.0,1.0,41.0,1.0
